lcl|c204436_g1_i1|m.1392,704,3,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,4,2,1,2
lcl|c204885_g2_i1|m.1407,274,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1
lcl|c204986_g3_i2|m.1414,274,2,8,4,4,4,3,4,4,5,5,4,4,3,2,5,6,3,5,2,6
lcl|c205012_g1_i1|m.1420,449,2,0,0,1,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
lcl|c205031_g3_i2|m.1422,388,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
lcl|c205047_g1_i2|m.1424,139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lcl|c205358_g1_i2|m.1452,361,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
lcl|c205368_g1_i5|m.1453,406,10,7,0,0,0,0,6,3,6,2,0,0,0,13,2,8,7,0,0,0
lcl|c205488_g1_i1|m.1464,125,0,1,3,4,3,1,1,3,1,1,4,5,2,4,2,1,1,4,2,2
lcl|c205554_g2_i2|m.1468,125,1,1,0,1,1,1,2,2,2,1,2,1,1,1,0,1,2,1,0,1
lcl|c205697_g1_i1|m.1481,318,19,41,26,25,22,31,38,27,24,33,29,23,21,33,32,21,19,15,6,26
lcl|c205713_g1_i1|m.1484,352,2,13,14,14,10,17,16,7,10,20,16,15,3,13,32,8,9,12,4,11
lcl|c206182_g1_i1|m.1515,148,0,1,1,2,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1
lcl|c206227_g2_i1|m.1521,189,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
lcl|c206351_g3_i3|m.1527,261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lcl|c206397_g1_i2|m.1536,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c206417_g1_i2|m.1538,404,5,7,6,8,3,6,10,6,5,5,6,5,5,8,8,6,3,7,0,4
lcl|c206427_g2_i4|m.1541,186,9,6,7,7,4,8,10,10,8,4,9,6,8,5,8,5,7,9,4,8
lcl|c206531_g1_i1|m.1558,239,4,5,5,1,6,1,7,4,4,5,3,2,1,16,4,6,5,2,2,2
lcl|c206556_g1_i2|m.1565,140,2,4,3,1,1,1,3,1,4,0,2,2,3,2,1,4,4,1,0,2
lcl|c206819_g1_i1|m.1595,359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lcl|c206859_g1_i1|m.1600,432,0,0,13,0,0,0,25,17,29,0,32,12,32,0,10,19,0,0,0,13
lcl|c207254_g1_i2|m.1628,119,0,2,1,2,4,2,2,0,1,2,1,1,3,3,2,1,0,0,0,4
lcl|c207332_g2_i2|m.1633,171,8,0,0,0,0,0,60,0,0,0,53,0,0,0,0,0,0,30,0,0
lcl|c207636_g1_i1|m.1667,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c207709_g1_i1|m.1673,168,1,3,1,1,0,3,0,0,0,1,0,0,0,0,1,1,2,1,0,0
lcl|c207931_g1_i1|m.1711,129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
lcl|c207960_g1_i1|m.1712,216,9,5,8,4,5,6,5,5,12,4,4,3,7,3,8,10,8,9,4,6
lcl|c207967_g2_i1|m.1713,225,3,1,3,1,1,0,1,3,3,1,0,1,1,4,1,2,1,1,1,1
lcl|c208073_g4_i1|m.1728,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c208095_g4_i3|m.1732,706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c208130_g1_i1|m.1735,249,10,16,20,14,11,12,11,25,18,17,8,15,15,10,14,18,17,13,8,12
lcl|c208140_g2_i1|m.1739,331,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
lcl|c208317_g1_i1|m.1768,292,20,32,32,26,21,27,23,24,19,24,41,22,15,20,23,7,10,28,17,46
lcl|c208387_g1_i1|m.1778,453,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
lcl|c208411_g1_i1|m.1783,277,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
lcl|c208684_g1_i2|m.1827,291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
lcl|c208691_g4_i1|m.1828,107,6,5,5,2,3,1,4,3,3,0,5,3,1,0,3,3,2,3,1,3
lcl|c208723_g2_i1|m.1834,255,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
lcl|c208878_g1_i2|m.1846,358,2,3,2,2,2,3,3,1,0,0,2,2,1,8,2,2,1,3,0,3
lcl|c208907_g1_i1|m.1852,471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
lcl|c208940_g4_i1|m.1863,179,2,1,0,0,2,0,1,2,3,0,0,0,3,2,3,3,2,0,1,0
lcl|c209114_g1_i1|m.1902,450,0,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
lcl|c209131_g1_i2|m.1905,245,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
lcl|c209191_g2_i1|m.1916,149,5,2,2,4,2,4,3,2,2,3,4,4,2,5,2,3,5,5,2,1
lcl|c209256_g1_i1|m.1929,302,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c209298_g1_i1|m.1944,110,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1
lcl|c209326_g4_i1|m.1952,155,7,5,3,2,4,4,8,9,10,1,4,8,8,7,4,3,2,5,1,6
lcl|c209492_g1_i1|m.1979,328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
lcl|c209513_g1_i2|m.1987,221,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
lcl|c209565_g1_i2|m.1999,280,13,20,19,13,15,20,20,18,17,16,17,17,14,18,19,25,20,21,16,15
lcl|c209565_g1_i2|m.2000,146,14,11,4,6,10,8,13,12,8,10,10,7,6,13,12,11,11,10,6,8
lcl|c209570_g1_i1|m.2001,317,2,5,3,1,1,1,3,2,0,2,3,3,1,2,5,4,2,1,0,2
lcl|c209696_g5_i1|m.2033,118,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
lcl|c209757_g1_i1|m.2044,245,13,14,10,7,8,8,12,17,9,12,14,10,7,6,19,8,9,15,7,13
lcl|c209829_g4_i8|m.2051,347,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lcl|c209846_g4_i1|m.2055,167,1,0,2,1,1,0,1,1,1,0,0,1,0,0,0,2,1,1,0,3
lcl|c209938_g3_i4|m.2075,165,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
lcl|c209946_g1_i6|m.2078,207,1,1,0,1,1,0,1,2,1,0,1,2,1,1,1,0,1,1,1,1
lcl|c210028_g2_i2|m.2098,195,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
lcl|c210031_g1_i2|m.2100,216,3,0,3,0,2,0,2,2,3,1,1,0,1,0,2,3,1,0,1,0
lcl|c210226_g1_i1|m.2139,123,10,9,3,5,6,2,5,5,6,2,2,3,6,5,6,8,6,5,3,3
lcl|c210228_g3_i1|m.2141,313,1,2,0,1,0,1,2,1,3,0,0,0,1,0,1,0,2,0,0,0
lcl|c210253_g1_i2|m.2149,206,18,18,14,17,17,20,24,17,16,15,13,12,11,31,18,20,13,17,5,19
lcl|c210315_g2_i1|m.2156,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c210331_g2_i2|m.2158,225,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
lcl|c210338_g2_i1|m.2161,1005,0,0,2,4,0,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0
lcl|c210342_g3_i4|m.2163,180,0,2,0,0,1,0,2,1,1,0,1,1,0,2,1,1,0,1,0,1
lcl|c210398_g1_i3|m.2174,467,21,18,4,17,20,13,22,13,13,21,16,8,10,35,15,11,16,14,6,11
lcl|c210423_g1_i5|m.2178,136,9,5,1,2,3,2,7,4,2,2,3,3,3,2,3,4,4,4,2,2
lcl|c210433_g2_i1|m.2180,113,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
lcl|c210478_g1_i4|m.2192,239,3,3,5,2,3,3,4,6,3,3,2,2,3,3,3,5,4,5,2,4
lcl|c210539_g3_i4|m.2197,392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
lcl|c210579_g1_i2|m.2209,180,0,3,4,2,2,3,0,2,1,2,1,0,1,3,1,1,4,0,1,2
lcl|c210580_g1_i3|m.2210,449,1,1,1,0,3,0,3,3,2,2,1,2,2,0,1,3,1,1,1,0
lcl|c210652_g1_i1|m.2224,121,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
lcl|c210652_g1_i2|m.2225,192,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lcl|c210662_g1_i1|m.2231,102,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0
lcl|c210720_g2_i2|m.2252,182,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2
lcl|c210724_g2_i1|m.2253,513,3,1,2,3,2,2,4,3,3,3,2,2,4,0,1,7,4,2,0,3
lcl|c210735_g5_i3|m.2260,148,4,9,5,2,8,5,11,8,9,1,7,2,6,9,9,13,8,5,3,7
lcl|c210749_g1_i1|m.2273,249,15,25,26,19,20,20,24,38,27,27,24,20,25,12,24,33,27,20,15,18
lcl|c210819_g1_i13|m.2279,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c210957_g4_i1|m.2306,601,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
lcl|c210994_g1_i1|m.2320,304,5,7,10,3,7,5,9,6,9,8,8,6,10,3,8,8,9,6,5,4
lcl|c211001_g1_i6|m.2326,539,0,3,2,0,0,2,4,2,0,0,1,1,1,2,3,2,0,1,0,3
lcl|c211022_g1_i7|m.2328,189,1,1,2,0,1,0,1,2,2,0,2,1,1,1,1,1,2,0,0,0
lcl|c211142_g1_i1|m.2351,649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c211238_g1_i1|m.2379,233,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
lcl|c211252_g3_i1|m.2391,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lcl|c211278_g7_i1|m.2402,257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lcl|c211368_g3_i1|m.2426,140,5,3,2,1,0,1,5,3,4,1,1,2,2,4,1,3,1,2,0,3
lcl|c211415_g1_i1|m.2432,158,4,3,4,2,2,3,6,4,6,2,2,4,3,4,1,3,4,5,1,5
lcl|c211436_g1_i2|m.2434,174,1,1,2,0,0,0,3,3,3,1,0,1,1,2,2,3,3,0,0,2
lcl|c211553_g1_i1|m.2455,180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lcl|c211563_g8_i2|m.2460,139,2,1,1,1,1,0,1,2,1,1,1,1,1,1,1,2,1,3,0,1
lcl|c211604_g1_i1|m.2470,229,1,0,1,0,1,0,0,0,0,1,2,0,1,1,0,0,1,1,1,1
lcl|c211615_g1_i2|m.2471,102,5,6,9,4,4,6,9,7,6,6,6,5,7,3,9,6,10,4,3,6
lcl|c211660_g1_i1|m.2486,379,0,2,1,2,1,1,2,1,1,1,0,0,0,0,1,1,0,1,0,1
lcl|c211676_g2_i2|m.2489,407,2,1,0,2,1,0,1,0,2,2,1,0,3,4,0,1,2,0,1,0
lcl|c211774_g2_i1|m.2538,118,5,3,3,4,2,4,3,4,4,2,4,2,3,5,2,3,4,4,3,3
lcl|c211861_g1_i1|m.2554,151,11,7,6,13,7,9,11,11,7,4,9,6,9,10,5,7,9,6,4,10
lcl|c211914_g5_i4|m.2567,306,2,1,0,2,1,2,2,2,0,3,1,1,2,3,3,0,1,0,2,0
lcl|c211928_g3_i2|m.2574,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c212026_g3_i1|m.2608,667,20,40,38,40,30,35,56,38,36,32,57,37,37,29,29,30,35,51,32,55
lcl|c212126_g1_i2|m.2626,243,9,8,5,6,2,2,5,6,6,4,3,3,6,10,2,6,4,5,5,5
lcl|c212208_g2_i4|m.2650,217,0,0,3,0,0,1,1,1,1,2,1,1,2,0,0,2,1,0,1,0
lcl|c212237_g2_i1|m.2659,530,11,9,12,5,6,9,11,14,15,6,8,7,7,14,9,18,8,6,4,9
lcl|c212277_g3_i1|m.2669,123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lcl|c212602_g3_i5|m.2781,543,0,1,3,2,5,1,3,4,2,0,8,5,5,0,0,1,0,2,1,2
lcl|c212652_g1_i3|m.2790,341,0,1,0,0,0,1,0,3,1,0,3,1,0,0,1,1,3,1,0,1
lcl|c212693_g1_i1|m.2804,324,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0
lcl|c212713_g4_i1|m.2814,173,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0
lcl|c212727_g5_i1|m.2822,197,6,6,4,3,5,2,6,10,14,7,9,15,8,2,3,3,5,12,4,7
lcl|c212758_g2_i1|m.2827,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c212784_g2_i1|m.2837,282,4,4,4,2,1,2,5,4,6,0,5,4,3,1,6,3,4,2,2,3
lcl|c212802_g1_i2|m.2844,824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lcl|c212821_g1_i2|m.2859,163,5,4,3,4,1,4,0,4,2,2,2,1,4,1,3,5,4,2,2,4
lcl|c212826_g3_i1|m.2861,453,29,28,23,15,19,18,31,37,33,14,22,25,23,22,27,38,31,20,13,24
lcl|c212839_g1_i3|m.2877,288,8,8,3,5,5,2,6,5,4,1,4,2,5,9,4,3,6,4,2,4
lcl|c212912_g1_i1|m.2890,190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lcl|c212928_g1_i1|m.2894,484,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
lcl|c212937_g3_i2|m.2900,184,1,2,1,1,3,2,2,4,3,1,1,2,3,3,2,1,2,2,0,2
lcl|c213022_g4_i5|m.2921,208,1,6,4,3,5,3,6,2,4,3,8,2,2,3,2,2,2,3,0,6
lcl|c213072_g1_i1|m.2941,245,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
lcl|c213117_g1_i3|m.2966,244,4,8,3,7,8,6,6,8,8,5,7,8,7,9,4,6,5,5,3,7
lcl|c213134_g1_i3|m.2976,212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
lcl|c213147_g4_i1|m.2980,151,10,11,8,5,3,8,9,8,3,2,15,8,3,1,6,6,6,8,6,16
lcl|c213160_g2_i5|m.2982,128,21,24,40,35,14,29,31,28,31,28,28,30,27,18,30,24,30,26,22,31
lcl|c213238_g2_i1|m.2996,498,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c213259_g2_i1|m.3003,151,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
lcl|c213262_g2_i4|m.3006,212,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lcl|c213278_g3_i2|m.3010,328,4,3,1,3,2,1,3,7,4,1,1,4,2,1,2,7,4,2,0,0
lcl|c213306_g2_i1|m.3016,203,2,0,1,2,1,1,1,3,2,1,0,0,1,0,0,2,2,1,1,0
lcl|c213314_g8_i4|m.3021,555,10,5,3,5,4,2,4,7,6,4,5,4,4,8,4,5,6,3,3,4
lcl|c213369_g2_i2|m.3062,182,0,1,0,2,0,2,1,3,1,1,1,1,3,2,0,0,2,0,1,0
lcl|c213419_g4_i1|m.3080,565,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
lcl|c213465_g6_i10|m.3092,373,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
lcl|c213496_g2_i3|m.3109,126,0,3,0,2,0,0,1,1,2,2,1,4,0,0,1,3,2,2,1,0
lcl|c213534_g3_i4|m.3118,287,2,7,2,3,4,3,6,6,6,4,6,4,3,0,3,7,5,3,2,3
lcl|c213677_g1_i4|m.3168,563,0,4,9,2,3,3,3,4,2,0,4,4,2,2,2,9,3,1,1,4
lcl|c213742_g1_i10|m.3190,163,8,5,4,4,4,5,3,3,3,4,5,2,3,4,2,2,4,3,2,5
lcl|c213743_g5_i1|m.3191,186,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
lcl|c213783_g1_i1|m.3203,417,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c213826_g1_i1|m.3216,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lcl|c213837_g2_i3|m.3220,383,5,6,2,2,2,5,7,4,8,4,5,7,6,6,2,7,1,2,3,2
lcl|c213850_g3_i2|m.3229,370,3,1,1,4,1,1,4,1,1,3,2,1,4,6,1,2,3,2,2,1
lcl|c213850_g4_i1|m.3231,390,4,2,4,1,5,2,6,3,8,1,5,7,6,5,5,1,2,2,0,2
lcl|c213886_g7_i2|m.3271,1350,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lcl|c213888_g2_i1|m.3274,225,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lcl|c213946_g11_i4|m.3301,543,1,1,1,0,2,0,3,0,2,0,1,1,1,2,4,2,0,3,1,5
lcl|c214032_g1_i4|m.3331,161,47,53,31,19,50,34,58,35,33,10,48,21,26,47,41,41,25,30,10,38
lcl|c214108_g4_i4|m.3369,159,3,11,9,9,13,8,11,12,15,6,11,8,15,19,11,11,10,17,6,13
lcl|c214118_g1_i2|m.3372,151,14,17,3,11,22,18,11,14,15,14,10,11,15,27,17,2,13,17,9,17
lcl|c214164_g1_i8|m.3381,700,2,3,0,0,0,0,3,0,3,1,1,1,1,0,1,0,2,1,2,0
lcl|c214211_g3_i3|m.3396,158,0,2,1,1,2,3,1,2,1,2,2,3,2,0,2,1,3,2,0,1
lcl|c214228_g4_i5|m.3407,833,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0
lcl|c214229_g1_i1|m.3410,367,0,0,0,0,1,1,0,0,0,0,4,4,2,0,0,0,0,0,0,3
lcl|c214242_g1_i2|m.3413,293,8,3,2,0,2,5,4,3,2,9,3,1,1,2,3,4,5,6,2,1
lcl|c214242_g1_i3|m.3415,187,4,1,1,0,1,1,2,1,0,4,2,0,0,1,1,0,1,3,1,0
lcl|c214244_g2_i4|m.3420,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c214261_g2_i4|m.3427,253,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
lcl|c214330_g10_i3|m.3454,316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcl|c214356_g7_i5|m.3463,498,2,1,2,2,1,1,2,2,2,3,1,2,2,1,1,5,4,2,1,1
lcl|c214397_g6_i4|m.3476,257,10,9,4,4,4,4,7,4,3,2,3,1,3,8,9,9,6,6,3,5
lcl|c214418_g2_i7|m.3489,275,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
lcl|c214499_g2_i2|m.3512,173,1,1,0,0,1,0,1,1,2,1,3,1,1,0,1,1,1,1,0,0
lcl|c214530_g4_i1|m.3518,242,10,7,3,1,2,3,4,6,2,1,4,0,2,5,6,2,3,8,0,5
lcl|c214539_g3_i1|m.3522,509,0,1,3,1,0,1,3,1,3,2,2,1,1,0,0,1,1,1,0,2
lcl|c214556_g2_i3|m.3526,228,0,1,1,0,1,1,1,3,1,0,1,0,1,1,2,1,1,0,0,1
lcl|c214559_g9_i1|m.3528,225,5,4,1,2,2,3,2,1,1,1,1,1,0,0,0,2,2,1,0,2
lcl|c214573_g3_i1|m.3534,278,14,5,5,1,10,4,8,5,5,2,6,4,6,10,5,6,5,7,4,9
lcl|c214584_g4_i1|m.3540,241,4,4,3,4,3,3,1,3,4,3,1,1,1,6,5,3,3,3,3,4
lcl|c214602_g8_i1|m.3549,114,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
lcl|c214652_g1_i3|m.3567,315,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,4,1,0,0,1
lcl|c214653_g2_i1|m.3571,359,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1
